33001	0.00
33026	0.00
33051	0.00
33076	0.00
33101	0.00
33126	0.00
33151	0.00
33176	0.00
33201	0.00
33226	0.00
33251	0.00
33276	0.00
33301	0.00
33326	0.00
33351	0.00
33376	0.00
33401	0.00
33426	0.00
33451	0.76
33476	1.00
33501	1.00
33526	1.84
33551	2.00
33576	2.00
33601	1.24
33626	2.76
33651	3.00
33676	2.80
33701	3.00
33726	3.00
33751	3.00
33776	1.24
33801	1.00
33826	0.36
33851	0.00
33876	0.00
33901	0.00
33926	0.00
33951	0.00
33976	0.00
34001	0.00
34026	0.00
34051	0.00
34076	0.00
34101	0.00
34126	0.00
34151	0.00
34176	0.64
34201	1.00
34226	1.00
34251	1.00
34276	1.00
34301	1.00
34326	0.36
34351	0.00
34376	0.00
34401	0.00
34426	0.00
34451	0.00
34476	0.00
34501	0.00
34526	0.00
34551	0.00
34576	0.00
34601	0.00
34626	0.00
34651	0.00
34676	0.00
34701	0.00
34726	0.00
34751	0.00
34776	0.00
34801	0.00
34826	0.00
34851	0.00
34876	0.00
34901	0.00
34926	0.00
34951	0.00
34976	0.00
35001	0.00
35026	0.00
35051	0.00
35076	0.00
35101	0.00
35126	0.00
35151	0.00
35176	0.00
35201	0.00
35226	0.00
35251	0.00
35276	0.00
35301	0.00
35326	0.00
35351	0.00
35376	0.00
35401	0.00
35426	0.00
35451	0.00
35476	0.00
35501	0.00
37126	0.00
37151	0.00
37176	0.00
37201	0.00
37226	0.00
37251	0.00
37276	0.00
37301	0.00
37326	0.00
37351	0.00
37376	0.00
37401	0.00
37426	0.00
37451	0.00
37476	0.00
37501	0.00
37526	0.00
37551	0.00
37576	0.00
37601	0.00
37626	0.00
37651	0.00
37676	0.00
37701	0.00
37726	0.00
37751	0.00
37776	0.00
37801	0.00
37826	0.00
37851	0.00
37876	0.00
37901	0.00
37926	0.00
37951	0.00
37976	0.00
38001	0.00
38026	0.00
38051	0.00
38076	0.00
38101	0.00
38126	0.00
38151	0.00
38176	0.00
38201	0.00
38226	0.00
38251	0.00
38276	0.00
38301	0.00
38326	0.00
38351	0.00
38376	0.00
38401	0.00
38426	0.00
38451	0.00
38476	0.00
38501	0.00
38526	0.00
38551	0.00
38576	0.00
38601	0.00
38626	0.00
38651	0.00
38676	0.00
38701	0.00
38726	0.00
38751	0.00
38776	0.00
38801	0.00
38826	0.00
38851	0.00
38876	0.00
38901	0.00
38926	0.00
38951	0.68
38976	1.00
39001	1.00
39026	1.00
39051	1.48
39076	2.00
39101	1.32
39126	1.00
39151	1.00
39176	1.00
39201	0.52
39226	0.00
39251	0.00
39276	0.00
39301	0.00
39326	0.00
39351	0.00
39376	0.00
39401	0.00
39426	0.00
39451	0.00
39476	0.00
39501	0.00
39526	0.00
39551	0.00
39576	0.00
39601	0.00
39626	0.00
39651	0.00
39676	0.00
39701	0.00
39726	0.00
39751	0.00
39776	0.00
39801	0.00
39826	0.00
39851	0.00
39876	0.00
39901	0.00
39926	0.00
39951	0.00
39976	0.00
40001	0.00
40026	0.00
40051	0.00
40076	0.00
40101	0.00
40126	0.96
40151	1.00
40176	1.00
40201	1.00
40226	1.00
40251	1.00
40276	0.04
40301	0.00
40326	0.00
40351	0.00
40376	0.00
40401	0.00
40426	0.00
40451	0.00
40476	0.36
40501	1.00
40526	1.00
40551	1.00
40576	1.00
40601	1.52
40626	1.64
40651	1.12
40676	2.00
40701	2.00
40726	2.20
40751	2.48
40776	2.00
40801	1.88
40826	1.00
40851	1.00
40876	0.80
40901	0.00
40926	0.00
40951	0.00
40976	0.00
41001	0.00
41026	0.00
41051	0.00
41076	0.00
41101	0.00
41126	0.00
41151	0.00
41176	0.00
41201	0.00
41226	0.00
41251	0.00
41276	0.00
41301	0.00
41326	0.00
41351	0.00
41376	0.00
41401	0.00
41426	0.00
41451	0.00
41476	0.00
41501	0.00
41526	0.00
41551	0.00
41576	0.20
41601	1.00
41626	1.00
41651	1.00
41676	1.00
41701	1.60
41726	1.80
41751	1.00
41776	1.00
41801	1.00
41826	1.00
41851	0.40
41876	0.00
41901	0.00
41926	0.00
41951	0.00
41976	0.00
42001	0.00
42026	0.00
42051	0.00
42076	0.00
42101	0.00
42126	0.00
42151	0.00
42176	0.00
42201	0.00
42226	0.00
42251	0.00
42276	0.00
42301	0.00
42326	0.00
42351	0.00
42376	0.00
42401	0.00
42426	0.00
42451	0.00
42476	0.00
